bengaluru,bengalurus,bilaspur,bjp,cars,caused,chennai,chirag,city,commuters,congestion,daily,delhi,discipline,drivers,flyover,gridlock,heavy,highway,hours,india,indias,jam,just,kindly,lane,like,major,massive,metro,multiple,mumbai,nagar,near,packed,peak,people,police,road,roads,silicon,sir,stuck,tax,time,times,traffic,transport,valley,vehicles
0.5174164848496251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3742209079262586,0.0,0.0,0.0,0.5807815370739206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049076147878524,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9373642750238702,0.0,0.0,0.34835070820794145,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8939227888218374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4482209807951751,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6820570015293637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464065205746238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3419895565998792,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696302252483163,0.0,0.2453519723189209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23252765441477136,0.0,0.0,0.39446189136001064,0.0,0.0,0.3392358694538636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392358694538636,0.0,0.0,0.0,0.0,0.0,0.0,0.12302170058530103,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2756947656164053,0.0,0.5513895312328106,0.0,0.0,0.0,0.0,0.0,0.0,0.3912071390381824,0.2612844583123376,0.0,0.0,0.0,0.42787141591105854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44324517816283104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13823585189896034,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23468373698573664,0.0,0.7040512109572099,0.0,0.0,0.0,0.0,0.0,0.0,0.3330130447696687,0.22241703775526628,0.0,0.0,0.0,0.3642233199853338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37731015523485123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11767255078826347,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45867137516626605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33173357146591503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333409419589362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333409419589362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332668433167718,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33050928265211155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132338718578034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44593086605948096,0.0,0.0,0.16572034708667033,0.5778135620507268,0.0,0.4821432073242571
0.2585979851136314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1870307104831594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3545095806741426,0.0,0.14112138475513644,0.0,0.0,0.0,0.0,0.0,0.0,0.3127365384186582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585979851136314,0.6254730768373165,0.0,0.0,0.25234621562282605,0.0,0.0,0.18755778360246733,0.0,0.3127365384186582,0.0
0.29507041197142286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42681870679946515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575873797087306,0.0,0.0,0.10700538221848221,0.0,0.0,0.6226383071330995
0.0,0.0,0.0,0.0,0.5126156174189755,0.0,0.0,0.0,0.0,0.0,0.613135028068178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5810870341441872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15371572750863652,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4096470783263029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849763277813156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5663984742891002,0.0,0.0,0.0,0.0,0.0,0.0,0.20540075443125116,0.0,0.0,0.0
0.31102689618619606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3616606284322369,0.22494986319214644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31920080966961073,0.0,0.3616606284322369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3616606284322369,0.32815431886303603,0.0,0.0,0.0,0.0,0.0,0.0,0.3035076246824281,0.0,0.0,0.2255837966556631,0.0,0.0,0.32815431886303603
0.7632276648640799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27600178778888507,0.0,0.0,0.0,0.4283479066828775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3723880771972511,0.0,0.0,0.13838979559633055,0.0,0.0,0.0
0.5323538585845768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5463443347652198,0.0,0.38502434717646355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194838680858144,0.0,0.0,0.0,0.0,0.0,0.0
0.3029539919992639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2191111440502284,0.0,0.0,0.0,0.0,0.0,0.0,0.36637865804070957,0.0,0.0,0.20765840967404206,0.0,0.0,0.0,0.0,0.0,0.3029539919992639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31963686134668234,0.0,0.18832310964939725,0.3029539919992639,0.0,0.0,0.0,0.5912597760980182,0.0,0.0,0.1098643116804129,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105607078587182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8208482718625557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25599976205274155,0.0,0.0,0.0
0.0,0.3458733934723272,0.0,0.0,0.3597222960994887,0.0,0.0,0.0,0.0,0.0,0.43026067217035396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038856748146465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18490165822963872,0.0,0.0,0.0,0.0,0.5805177773908873,0.0,0.0,0.10786829852047969,0.3761020713278655,0.0,0.0
0.0,0.49708668270199396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30918372772059344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49708668270199396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45103372873368325,0.0,0.0,0.42749283693528145,0.0,0.0,0.0,0.0,0.0,0.0,0.15502752074089124,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4962106668993464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4702741998736174,0.0,0.0,0.0,0.0,0.0,0.6860856076554144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24880452157594632,0.0,0.0,0.0
0.48020382784284227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3473068943623616,0.0,0.0,0.0,0.539011657744921,0.0,0.0,0.0,0.0,0.0,0.3291534881292285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4685945972490437,0.0,0.0,0.17414282170073384,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32474620989266006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30777202951632415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039980368428657,0.5430124565321276,0.16283069022039914,0.0,0.0,0.4737361018959665
0.0,0.3731548499252443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23209917209967296,0.0,0.0,0.0,0.36021213959588544,0.0,0.0,0.0,0.0,0.3293455821957062,0.0,0.3731548499252443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33858364992196116,0.0,0.0,0.0,0.3880961124768005,0.0,0.0,0.0,0.0,0.0,0.11637662655112992,0.0,0.3880961124768005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7088583379725558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092542991665145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35542798937886866,0.0,0.0,0.0
0.30693612952854454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300050719968328,0.0,0.22199122067192267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21038794738693592,0.3569039039871259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371194472463498,0.0,0.0,0.0,0.0,0.0,0.11130840817765339,0.0,0.371194472463498,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6820570015293637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464065205746238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3419895565998792,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4818062234345405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24158200319031117,0.8423187631735994,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31209891679694063,0.0,0.31209891679694063,0.0,0.0,0.0,0.0,0.0,0.0,0.44286413658983714,0.5915715971816295,0.0,0.0,0.0,0.4843697526706629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15648922294083834,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571828081111034,0.0,0.647892163506331,0.304065490644093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34635892105963206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20205955884771432,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7476274465959258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4237450058336212,0.0,0.33736454677810446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38428964818834827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46434976769014585,0.0,0.7393840482679956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42111365657499167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24567012569496047,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4360359215548242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24713919341002993,0.0,0.1967598457281116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4192490304306575,0.0,0.0,0.4047075639112873,0.0,0.0,0.0,0.3362525617195563,0.22412779473885455,0.0,0.0,0.0,0.0,0.0,0.0,0.4360359215548242,0.13075212034930378,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337586482852374,0.0,0.18610692597796819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21199312670079914,0.0,0.4124281795213097,0.0,0.0,0.0,0.0,0.0,0.12367297348329657,0.0,0.8248563590426194,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4374192114159736,0.0,0.0,0.0,0.0,0.0,0.0,0.2578501636136164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39689419332718423,0.0,0.0,0.7523580338212835,0.0,0.0,0.0,0.0,0.0,0.0,0.13641889479245575,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6416096938023884,0.0,0.0,0.0,0.0,0.0,0.0,0.3782165030828975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6672999907197287,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86157892971455,0.0,0.5076236281655242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
