id,user,date,content,clean_content
5490655618740231885,Engineer,2025-09-15T03:17:56.000Z,"@3rdEyeDude
 
@blrcitytraffic
 
@BlrCityPolice
 This number less tractor and auto KA03AA8536 came on wrong side, blocked road near Graphite India junction at 8.35AM today and caused a jam. The auto driver even took my cars picture and threatened me saying he will take care of me!","
 

 

 this number less tractor and auto kaaa came on wrong side blocked road near graphite india junction at am today and caused a jam the auto driver even took my cars picture and threatened me saying he will take care of me"
-8838671602931798182,IANS,2025-09-13T18:24:16.000Z,"Kashipur, Uttarakhand: A 30-year-old man was fatally hit by a speeding dumper at Kailash River Mining Company’s checkpoint on Bajpur Road, causing a traffic jam. Enraged villagers vandalized the company office, breaking CCTV cameras and clashing with staff. Police, led by CO",kashipur uttarakhand a yearold man was fatally hit by a speeding dumper at kailash river mining companys checkpoint on bajpur road causing a traffic jam enraged villagers vandalized the company office breaking cctv cameras and clashing with staff police led by co
8616129544560039856,विनोद अग्निहोत्री Vinod Agnihotri,2025-10-01T19:02:05.000Z,"Hello 
@dtptraffic
 stuck since one hour in massive traffic jam on Mehrauli Gurgaon road between Chhatarpur metro station onwards towards delhi. Traffic moving very slowly now. Kindly help","hello 

 stuck since one hour in massive traffic jam on mehrauli gurgaon road between chhatarpur metro station onwards towards delhi traffic moving very slowly now kindly help"
-5002703983422532769,V.R.Hari,2025-10-01T16:29:41.000Z,"@nhai
 came to Delhi from jammu NH44. Jammu-pathankot awful, entire punjab stretch roads in a terrible state. Massive traffic jam at Delhi border, probably to divert traffic to UER II where toll is Rs.235. Entire toll Rs.2200 apx. Time taken 14Hrs.","
 came to delhi from jammu nh jammupathankot awful entire punjab stretch roads in a terrible state massive traffic jam at delhi border probably to divert traffic to uer ii where toll is rs entire toll rs apx time taken hrs"
-7628503590186232970,nidhi joshi,2025-10-01T12:45:50.000Z,"@dtptraffic
 massive traffic jam on outer ring road towards chirag delhi flyover","
 massive traffic jam on outer ring road towards chirag delhi flyover"
-4742332694989495624,VG,2025-10-01T12:23:30.000Z,"Massive traffic jam on NH-48 from Gurgaon-Delhi border towards Dhaula Kuan

But who is bothered about commuters???


@NHAI_Official



@nitin_gadkari



@OfficeOfNG



@PMOIndia



@dtptraffic



@LtGovDelhi



@gupta_rekha","massive traffic jam on nh from gurgaondelhi border towards dhaula kuan

but who is bothered about commuters


























"
-5395942634098758581,Mehul Saxena,2025-10-01T12:15:15.000Z,"@dtptraffic
 jam packed traffic from lal bahadur shastri marg to chirag delhi. Stuck on the same place since 1 hr","
 jam packed traffic from lal bahadur shastri marg to chirag delhi stuck on the same place since  hr"
-8526559388383674505,Saarthak Bajaj,2025-10-01T11:19:48.000Z,"@dtptraffic
 
@DelhiPolice
 
@CMODelhi
 what is this happening? This is the traffic on lal bahadur shastri marg towards Chirag delhi. 
I mean 20 min delay? Whole panchsheel savitri flyover jam packed. This is utter shame low this system can go.","
 

 

 what is this happening this is the traffic on lal bahadur shastri marg towards chirag delhi 
i mean  min delay whole panchsheel savitri flyover jam packed this is utter shame low this system can go"
8433286769363619748,Pablo Ansari ,2025-10-01T10:49:19.000Z,"@dtptraffic
 why this much traffic jam at Kalindi Kunj while this is a No-Entry time? Why HMV are allowed entering Delhi at this time? What is the benefit of widening the road while bottleneck is as before? 
@pwddelhi
 
@CPCB_OFFICIAL
 
Kindly intervene asap.","
 why this much traffic jam at kalindi kunj while this is a noentry time why hmv are allowed entering delhi at this time what is the benefit of widening the road while bottleneck is as before 

 

 
kindly intervene asap"
-366140237039430717,UnbearablePollutionInIndianCities,2025-10-01T08:52:04.000Z,"@dtptraffic

There is a big traffic jam between okhla bird sanctuary, metro station and kalindi kunj metro station, while coming from Noida to Delhi. Please look into it urgently.","

there is a big traffic jam between okhla bird sanctuary metro station and kalindi kunj metro station while coming from noida to delhi please look into it urgently"
5387220722464972804,Deepanshu Kapoor,2025-10-01T01:55:31.000Z,"@DelhiPolice
 
@CBIHeadquarters
 we can see in this video position of Illegal Enroachment in front of Pink Police Booth at Lohari Gate Chowk Delhi-6.  Open sale of Fire Crackers & Expired Food Items.What can we expect from Authorities ? 24×7 traffic jam, Misbehave with Pedestrians.","
 

 we can see in this video position of illegal enroachment in front of pink police booth at lohari gate chowk delhi  open sale of fire crackers  expired food itemswhat can we expect from authorities   traffic jam misbehave with pedestrians"
3054724878565854573,Subhan Kamil,2025-09-30T23:25:26.000Z,"Nah, we won’t be able to get out from city. Its packed with traffic jam in usual days and i can imagine the scene if there’s nuclear war. I do hope all the children here make it coz they don’t deserve to suffer such fates. Delhi will be targeted multiple high yeild devices.",nah we wont be able to get out from city its packed with traffic jam in usual days and i can imagine the scene if theres nuclear war i do hope all the children here make it coz they dont deserve to suffer such fates delhi will be targeted multiple high yeild devices
8239428830807622541,Grok,2025-09-30T17:55:56.000Z,"Alright, let's roast both sides Delhi-style. AAP: You guys treated that flyover like a bad ex—ignored it, blocked permissions on those 27 trees like they were state secrets, leaving commuters stuck in eternal traffic jam purgatory. BJP: Congrats on the quick finish after swooping",alright lets roast both sides delhistyle aap you guys treated that flyover like a bad exignored it blocked permissions on those  trees like they were state secrets leaving commuters stuck in eternal traffic jam purgatory bjp congrats on the quick finish after swooping
2405646334945577083,Suresh Kumar Sharma,2025-09-30T14:49:24.000Z,"@OfficeOfNG
 Dear sir, Traffic Jam at boarder of delhi is permanent on Delhi Chandigarh highway due to entry fees of commercial vehicle. Its should be online at least taxi cars so that the wastage of time can be avoided.","
 dear sir traffic jam at boarder of delhi is permanent on delhi chandigarh highway due to entry fees of commercial vehicle its should be online at least taxi cars so that the wastage of time can be avoided"
4080630270304508800,Common Man,2025-09-30T13:42:10.000Z,"@dtptraffic
 
@HMOIndia
 
@DelhiPolice
  massive traffic jam in the lane from sheikh Sarai to Chirag delhi  towards Lajpat Nagar . no one to assist .. vehicles stuck","
 

 

  massive traffic jam in the lane from sheikh sarai to chirag delhi  towards lajpat nagar  no one to assist  vehicles stuck"
9106518461870479625,Deepanshu Kapoor,2025-09-30T13:26:01.000Z,Traffic Police is always abscent from Qutab Road Chowk & Bara Tooti Chowk Sadar Bazar Delhi-110006.  We r facing 24×7 traffic jam at aforesaid site.,traffic police is always abscent from qutab road chowk  bara tooti chowk sadar bazar delhi  we r facing  traffic jam at aforesaid site
4167440007913323892,Grok,2025-09-30T11:07:32.000Z,"Fact check: Delhi mein 30 Sep ko heavy rain se water-logging confirmed, traffic jam hua. PM, CM (Rekha Gupta, BJP since Feb '25), MLAs (BJP 48/70 seats), MPs (all 7 BJP), Councillors (BJP control April '25 se) - sab sahi. Party office inauguration 29-30 Sep ko PM Modi ne kiya.",fact check delhi mein  sep ko heavy rain se waterlogging confirmed traffic jam hua pm cm rekha gupta bjp since feb  mlas bjp  seats mps all  bjp councillors bjp control april  se  sab sahi party office inauguration  sep ko pm modi ne kiya
-2510636016970142404,sunil,2025-09-30T09:35:35.000Z,"A huge traffic jam on GT Road Dilshad Garden . Travelling time 100m in 60min

@dtptraffic
 
@LtGovDelhi
 
Decongest Delhi","a huge traffic jam on gt road dilshad garden  travelling time m in min


 

 
decongest delhi"
4072856311118517173,Deepanshu Kapoor,2025-09-30T04:41:22.000Z,"Sir we are facing pathetic problems due to Illegal Enroachment at Lohari Gate Chk, Sadar Bzr Rly St Bridge, Main Road Sadar Bazar,Mithai Pull Delhi-6. All roads, foothpaths & dividers r Illegally enroached by hawkers. Main Problems: 24×7 Traffic jam, pickpocketing, eveteasing.",sir we are facing pathetic problems due to illegal enroachment at lohari gate chk sadar bzr rly st bridge main road sadar bazarmithai pull delhi all roads foothpaths  dividers r illegally enroached by hawkers main problems  traffic jam pickpocketing eveteasing
1290451239862076332,Eduzealot,2025-09-30T03:22:44.000Z,"Sir it’s a regular traffic jam situation near the Tikona park, Jamia Milia Islamia Delhi and  E-rikshaw creates chaos from wrong way plz do the needful specially from 8.30am to 10.30 am. 
@DCPSouthDelhi
 
@dtptraffic
 
@shojamianagar
 
@CPDelhi
 ,
@OkhlaTimes","sir its a regular traffic jam situation near the tikona park jamia milia islamia delhi and  erikshaw creates chaos from wrong way plz do the needful specially from am to  am 

 

 

 

 
"
-7165252611425916011,OMG Amogh,2025-09-30T03:00:48.000Z,"@NHAI_Official
 

The Delhi-Jaipur highway has heavy traffic jam in Bilaspur.
scenario created a complete failure of all conventional ground transportation, meaning no vehicle is operational.","
 

the delhijaipur highway has heavy traffic jam in bilaspur
scenario created a complete failure of all conventional ground transportation meaning no vehicle is operational"
-3616641889383833956,OMG Amogh,2025-09-30T02:59:44.000Z,"@cmohry

The Delhi-Jaipur highway has heavy traffic jam in Bilaspur.
scenario created a complete failure of all conventional ground transportation, meaning no vehicle is operational.","

the delhijaipur highway has heavy traffic jam in bilaspur
scenario created a complete failure of all conventional ground transportation meaning no vehicle is operational"
1515415348167787651,sanjay dutt balodi,2025-09-30T02:49:40.000Z,Heavy traffic jam in NH-8 from Jaipur to Delhi near Bilaspur.,heavy traffic jam in nh from jaipur to delhi near bilaspur
5539271222742218649,OMG Amogh,2025-09-30T02:43:31.000Z,"""There's a terrible traffic jam in Bilaspur on the Delhi-Jaipur highway; vehicles are unable to move.""",theres a terrible traffic jam in bilaspur on the delhijaipur highway vehicles are unable to move
-8783374709834184544,VG,2025-09-30T02:35:54.000Z,"Massive traffic jam 25+ mins
at flyover near Radisson hotel on NH-48  while going from Delhi to Gurgaon.

Even before 8am.

Anyone know?? Any action plan?

It is visible only if
- one is awake 
- one is on duty on road
- one has intention to take action","massive traffic jam  mins
at flyover near radisson hotel on nh  while going from delhi to gurgaon

even before am

anyone know any action plan

it is visible only if
 one is awake 
 one is on duty on road
 one has intention to take action"
3217700054567635535,Prateek,2025-09-29T19:05:20.000Z,"So #MCD in the name of tax collection, has created the same #traffic #jam at #DND, which the #Court order abolishing #toll, sought to achieve.  All the #Delhi borders have traffic jam every night, thanks to MCD tax collection.",so mcd in the name of tax collection has created the same traffic jam at dnd which the court order abolishing toll sought to achieve  all the delhi borders have traffic jam every night thanks to mcd tax collection
-6860145028195974198,Saarthak Bajaj,2025-09-29T16:23:19.000Z,"@dtptraffic
 9:50PM, panchsheel park metro to chirag delhi metro traffic jam packed. A 15 minute delay at night. And now the traffic inspector will be held accountable as I’m escalating this complaint. Since 5 hours this is the the traffic jam I have the proofs 
@BJP4Delhi","
 pm panchsheel park metro to chirag delhi metro traffic jam packed a  minute delay at night and now the traffic inspector will be held accountable as im escalating this complaint since  hours this is the the traffic jam i have the proofs 
"
2447400191751274175,Saarthak Bajaj,2025-09-29T12:17:56.000Z,"@dtptraffic
 outer ring road soami nagar to chirag delhi road jam packed 
@BJP4Delhi
 
@BJP4India
 23 minutes delay and there are flyovers on this road. This is the capital we live in. Traffic police do nothing just collect challans. Their priority is really wrong.","
 outer ring road soami nagar to chirag delhi road jam packed 

 

  minutes delay and there are flyovers on this road this is the capital we live in traffic police do nothing just collect challans their priority is really wrong"
-2896383405914901861,OM ,2025-09-29T05:15:10.000Z,"@Noidatraffic
 
@ACPTrafficNoida
 what is the future plan to manage traffic jam just after Mahamaya flyover to DND on Delhi-Noida express-way. (In front of Dalit park). What is the use of U-turn at that point. No-one is  taking that U-turn. Cause of that road become narrow.","
 

 what is the future plan to manage traffic jam just after mahamaya flyover to dnd on delhinoida expressway in front of dalit park what is the use of uturn at that point noone is  taking that uturn cause of that road become narrow"
1185201575965227700,Deepak,2025-09-28T17:02:33.000Z,"The Delhi Police had caused a massive traffic jam. They were talking while parked in the middle of the road. Action should be taken against those two policemen. #delhitraffic 
@dtptraffic
 
@DelhiPolice","the delhi police had caused a massive traffic jam they were talking while parked in the middle of the road action should be taken against those two policemen delhitraffic 

 
"
5252566372912447710,Deepanshu Kapoor,2025-09-28T15:39:40.000Z,"@PMOIndia
 
@myogiadityanath
 
@myogioffice
 
@CMODelhi
 
@AmitShah
 Sir Kindly remove ILLEGAL ENROACHMENT from Lohari Gate Ck, Sadar Bazar, Teliwara & Mithai Pull  Delhi-6 on PERMANENT basis asp. Main Problems: 24×7 Traffic Jam, Eve teasing, Pickpocketing , Misbehave with Pedestrians.","
 

 

 

 

 sir kindly remove illegal enroachment from lohari gate ck sadar bazar teliwara  mithai pull  delhi on permanent basis asp main problems  traffic jam eve teasing pickpocketing  misbehave with pedestrians"
-3929996546563309139,Grok,2025-09-28T13:11:35.000Z,"In the bustling streets of Delhi this September, amid trending traffic chaos, a stylish woman in a golden saree hailed a ride. But when a massive jam delayed her by minutes, she flipped out: ""Traffic lag jaye toh driver ki galti? I won't pay your 300 Rs!"" She strutted away, phone",in the bustling streets of delhi this september amid trending traffic chaos a stylish woman in a golden saree hailed a ride but when a massive jam delayed her by minutes she flipped out traffic lag jaye toh driver ki galti i wont pay your  rs she strutted away phone
-4323084558986882606,Varanasi Vista,2025-08-22T08:43:32.000Z,"A college bus accident on the Pallavaram flyover halted traffic along GST Road and even caused delays in flights, as commuters struggled with the resulting gridlock.
#Chennai #TrafficChaos","a college bus accident on the pallavaram flyover halted traffic along gst road and even caused delays in flights as commuters struggled with the resulting gridlock
chennai trafficchaos"
3017241533502417800,VOMMspotter,2025-05-08T11:13:29.000Z,"Poor crowd management sir 
https://
m.economictimes.com/news/new-updat
es/ar-rahmans-concert-triggers-chaos-as-traffic-grinds-to-a-standstill-in-chennai-inquiry-launched-into-gridlock/amp_articleshow/103597530.cms
…","poor crowd management sir 

meconomictimescomnewsnewupdat
esarrahmansconcerttriggerschaosastrafficgrindstoastandstillinchennaiinquirylaunchedintogridlockamparticleshowcms
"
1159804425387010357,Scarlett Morales,2025-04-30T14:30:58.000Z,"Chennai Traffic Advisory For IPL Match Scheduled Today: All About Parking Arrangements
Chennai's arteries are about to pump with a whole lot more than just traffic today.  Let's hope they've actually planned for the inevitable gridlock – this isn'...","chennai traffic advisory for ipl match scheduled today all about parking arrangements
chennais arteries are about to pump with a whole lot more than just traffic today  lets hope theyve actually planned for the inevitable gridlock  this isn"
3175011642355171371,TIMES NOW,2024-11-08T03:38:49.000Z,"#Chennai: Key Routes in Traffic Gridlock after Brief Rain, IMD Predicts More Rain Ahead",chennai key routes in traffic gridlock after brief rain imd predicts more rain ahead
2067526488154513730,South First,2024-10-25T07:26:54.000Z,"Severe traffic congestion has caused a major disruption in the Korukkupet Ezhil Nagar area of North Chennai, with over a hundred two-wheelers and shared autos stuck for more than an hour. 

Commuters have been facing delays due to the gridlock, which is affecting movement in the","severe traffic congestion has caused a major disruption in the korukkupet ezhil nagar area of north chennai with over a hundred twowheelers and shared autos stuck for more than an hour 

commuters have been facing delays due to the gridlock which is affecting movement in the"
4921627983053721637,Bharanidharan I,2024-10-08T06:49:47.000Z,"Earlier in Sep 2023 ,
""Music Concert Triggers Chaos-as-Traffic grinds to a Standstill in Chennai""

@MLJ_GoI
 
@mygovindia
 
@NIMHANS_BLR
 

@WHO
 
@indSupremeCourt
 
@HMOIndia
 
@UNRSC","earlier in sep  
music concert triggers chaosastraffic grinds to a standstill in chennai


 

 

 


 

 

 
"
1448419831574105888,The Vocal News,2024-10-07T08:48:28.000Z,"Chaos at Chennai Air Show: 3 Dead as Millions Flock to Marina Beach, Traffic Gridlock Adds to Tragedy!
.
.
.
#Chennai #NewsUpdate #TrendingNow #TVN #TheVocalNews","chaos at chennai air show  dead as millions flock to marina beach traffic gridlock adds to tragedy



chennai newsupdate trendingnow tvn thevocalnews"
-1809273521302913682,DT Next,2024-10-06T09:09:13.000Z,"Chennai IAF Air Show fever grips Chennai: Commuters face traffic gridlock in multiple areas


@TinishaRachel


#dtnext #airshow #chennai #chennaiairshow #iaf #marinabeach #chennaiairshow2024 #indianairforce #akashganaga #suryakiranaerobaticteam #indianairforceday","chennai iaf air show fever grips chennai commuters face traffic gridlock in multiple areas





dtnext airshow chennai chennaiairshow iaf marinabeach chennaiairshow indianairforce akashganaga suryakiranaerobaticteam indianairforceday"
-5677044749081791876,Sunil Maheshwari,2024-07-03T05:29:42.000Z,"Hold your imagination’s horses, every mass event is seeing the same and waiting for tragic incidents to happen…..


https://
m.economictimes.com/news/new-updat
es/ar-rahmans-concert-triggers-chaos-as-traffic-grinds-to-a-standstill-in-chennai-inquiry-launched-into-gridlock/amp_articleshow/103597530.cms
…

#HathrasAccident","hold your imaginations horses every mass event is seeing the same and waiting for tragic incidents to happen



meconomictimescomnewsnewupdat
esarrahmansconcerttriggerschaosastrafficgrindstoastandstillinchennaiinquirylaunchedintogridlockamparticleshowcms


hathrasaccident"
-1629752504067299470,A.Ramachandran,2023-11-12T03:06:05.000Z,"This issue is there in major cities the problem with Blore is there is no one to regulate traffic, additional cops r needed to control the chaos else it will b a gridlock knowing the discipline that our citizens have.. Fri eve in chennai was similar but police did a wonderful job",this issue is there in major cities the problem with blore is there is no one to regulate traffic additional cops r needed to control the chaos else it will b a gridlock knowing the discipline that our citizens have fri eve in chennai was similar but police did a wonderful job
7616212073682864584,The Hindu - Chennai,2023-09-27T06:30:03.000Z,"Traffic snarls were a rarity at Anna Nagar until a decade ago. Now, motorists hit a roadblock at the Thirumangalam traffic junction and endure the daily ordeal of waiting for long hours, writes 
@LakshmiK06
. 


https://
trib.al/0d5guIK","traffic snarls were a rarity at anna nagar until a decade ago now motorists hit a roadblock at the thirumangalam traffic junction and endure the daily ordeal of waiting for long hours writes 

 



tribaldguik"
-7015809604336260979,harish,2023-08-19T13:57:04.000Z,"@ChennaiTraffic
 
@chennaicorp
 

Tgis is irritating daily. 1 hr of gridlock. City corporation gives approval for multiple amenities in nolambur including hirises, schools, sports complex.. but don't have a proper traffic maintenance and roads. Just hefty taxes... Thanks Chennai","
 

 

tgis is irritating daily  hr of gridlock city corporation gives approval for multiple amenities in nolambur including hirises schools sports complex but dont have a proper traffic maintenance and roads just hefty taxes thanks chennai"
-1299387675751075041,Sundara Rajan,2023-06-18T13:54:33.000Z,"Dear 
@ChennaiTraffic
 
Signal not working and horrible  traffic jam/gridlock and took 25 minutes to cross yesterday at 8.00PM. 
Location: Kamaraj Salai - PT Rajan Salai junction 

https://
maps.app.goo.gl/Ek5bjZgWnbEwrH
fV6
…

Kindly have a traffic police to regulate, until signal is repaired.","dear 

 
signal not working and horrible  traffic jamgridlock and took  minutes to cross yesterday at pm 
location kamaraj salai  pt rajan salai junction 


mapsappgooglekbjzgwnbewrh
fv


kindly have a traffic police to regulate until signal is repaired"
7175029912217879839,Raghavan JV,2023-03-16T04:25:25.000Z,"This traffic mismanagement and the Urban infrastructure mess starts from every Suburban areas of Chennai. Where most of ChennaiWasi's commute towards OMR n other Industrial Hubs. 
Complete Gridlock every day n night..

Proof that, Building Bridges doesn't not solve the problem.","this traffic mismanagement and the urban infrastructure mess starts from every suburban areas of chennai where most of chennaiwasis commute towards omr n other industrial hubs 
complete gridlock every day n night

proof that building bridges doesnt not solve the problem"
7141077893379356851,G.Ananthakrishnan,2022-09-21T12:06:02.000Z,"If prefab tech was used, #Chennai's storm drain work could have avoided traffic chaos. Also, Central Public Health & Environmental Engineering Organisation (CPHEEO) manual says runoff needs to be harvested, not wasted. 
https://
inmathi.com/2022/09/21/cou
ld-precast-drains-have-saved-chennai-from-gridlock/66278/
… Lessons for future 
@chennaicorp","if prefab tech was used chennais storm drain work could have avoided traffic chaos also central public health  environmental engineering organisation cpheeo manual says runoff needs to be harvested not wasted 

inmathicomcou
ldprecastdrainshavesavedchennaifromgridlock
 lessons for future 
"
-8120098645022359,Citizen Matters,2019-12-11T12:14:14.000Z,"Widespread building violations and indiscriminate parking has been a major cause of gridlock on the arterial GST road. #chennai #roadsafety 
@sattapanchayath
 
@southmadraspost
 


http://
chennai.citizenmatters.in/chennai-gst-ro
ad-traffic-and-building-violations-under-pallavaram-municipality-13227
…","widespread building violations and indiscriminate parking has been a major cause of gridlock on the arterial gst road chennai roadsafety 

 

 



chennaicitizenmattersinchennaigstro
adtrafficandbuildingviolationsunderpallavarammunicipality
"
6677179430528271626,Fabiola J,2019-10-01T06:29:01.000Z,"Major traffic gridlock on Mandaveli singnal... what's happening? #ChennaiTraffic 
@cctpolice
 #Chennai","major traffic gridlock on mandaveli singnal whats happening chennaitraffic 

 chennai"
-2591279964433129363,Aravind,2019-09-03T16:32:00.000Z,"If Chennai has a average north east monsoon there will be crazy amount of water logging, traffic jams and what not. 15 minutes rains causing gridlock almost..",if chennai has a average north east monsoon there will be crazy amount of water logging traffic jams and what not  minutes rains causing gridlock almost
-3870222028995444128,Sairam Gopalan,2019-06-14T22:52:00.000Z,"No checks and not s single traffic policemen are outside during peak hours. Visit Chennai and see how cops work during peak hours across the city

Yday after crossing 80 ft road on Koramangala was standing for an hour to cross Nous Info because U turn guys creates gridlock","no checks and not s single traffic policemen are outside during peak hours visit chennai and see how cops work during peak hours across the city

yday after crossing  ft road on koramangala was standing for an hour to cross nous info because u turn guys creates gridlock"
8149304639034691446,Economic Times,2019-01-14T14:30:00.000Z,"“If our traffic police can enforce lane discipline like they do in Chennai & Mumbai half of #Bengaluru’s traffic gridlock will be eliminated. All they need is to dent the bonnets of erring drivers with lathis n then no one will err”  

https://
economictimes.indiatimes.com/news/politics-
and-nation/biocon-chief-kiran-mazumdar-shaw-dent-vehicle-bonnets-to-discipline-violators/articleshow/67521548.cms?utm_source=twitter.com&utm_medium=Social&utm_campaign=ETTWMain
…","if our traffic police can enforce lane discipline like they do in chennai  mumbai half of bengalurus traffic gridlock will be eliminated all they need is to dent the bonnets of erring drivers with lathis n then no one will err  


economictimesindiatimescomnewspolitics
andnationbioconchiefkiranmazumdarshawdentvehiclebonnetstodisciplineviolatorsarticleshowcmsutmsourcetwittercomutmmediumsocialutmcampaignettwmain
"
6896895537788824018,Selvanayagam,2019-01-14T05:22:24.000Z,"“If our traffic police can enforce lane discipline like they do in Chennai & Mumbai, half of Bengaluru’s traffic gridlock will be eliminated. All they need is to dent the bonnets of erring drivers with lathis n then no one will err,” Kiran Mazumdar-Shaw 
  
https://
epaper.timesgroup.com/Olive/ODN/Time
sOfIndia/shared/ShowArticle.aspx?doc=TOICH%2F2019%2F01%2F14&entity=Ar00703&sk=BAD19B12&mode=text
…","if our traffic police can enforce lane discipline like they do in chennai  mumbai half of bengalurus traffic gridlock will be eliminated all they need is to dent the bonnets of erring drivers with lathis n then no one will err kiran mazumdarshaw 
  

epapertimesgroupcomoliveodntime
sofindiasharedshowarticleaspxdoctoichfffentityarskbadbmodetext
"
3831328201936345118,Kiran Mazumdar-Shaw,2019-01-13T07:18:54.000Z,"If our traffic police can enforce lane discipline like they do in Chennai & Mumbai half of Bengaluru’s traffic gridlock will be eliminated. All they need is to dent the bonnets of erring drivers with lathis n then no one will err 
@blrcitytraffic
 
@CMofKarnataka
 
@BPACofficial","if our traffic police can enforce lane discipline like they do in chennai  mumbai half of bengalurus traffic gridlock will be eliminated all they need is to dent the bonnets of erring drivers with lathis n then no one will err 

 

 
"
-6786149577499233001,News Today,2018-12-03T10:10:21.000Z,"Protest, Venkaiah event lead to traffic gridlock in #Chennai 
https://
newstodaynet.com/index.php/2018
/12/03/protest-venkaiah-event-lead-to-traffic-gridlock-in-chennai/
…","protest venkaiah event lead to traffic gridlock in chennai 

newstodaynetcomindexphp
protestvenkaiaheventleadtotrafficgridlockinchennai
"
-2016549760666724234,TOIChennai,2018-04-24T19:13:07.000Z,"Gridlock! As protesters snarl, Anna Salai traffic stands still 
http://
toi.in/nrqRtY","gridlock as protesters snarl anna salai traffic stands still 

toiinnrqrty"
-1430999833207009241,Yermal Shetty,2018-02-05T10:06:00.000Z,"@siddaramaiah
 Regarding traffic gridlock in the City, Bangalore Mirror has titled its feature story: “The city is coming apart at the seams.” There is an urgent need to invest in a Mass Rapid Transit System on the model of the suburban rail network in Chennai and Mumbai.","
 regarding traffic gridlock in the city bangalore mirror has titled its feature story the city is coming apart at the seams there is an urgent need to invest in a mass rapid transit system on the model of the suburban rail network in chennai and mumbai"
-4466711944110027560,DT Next,2017-01-24T04:30:37.000Z,"#Protests lead to #GridLock all over the city, #traffic thrown out of gear

http://
dtnext.in/News/City/2017
/01/24005901/1025991/Protests-lead-to-grid-lock-all-over-the-city-traffic-.vpf
… #ChennaiRiots #JallikattuProtest #Chennai","protests lead to gridlock all over the city traffic thrown out of gear


dtnextinnewscity
protestsleadtogridlockalloverthecitytrafficvpf
 chennairiots jallikattuprotest chennai"
-7137359379069005573,Fabiola J,2017-01-18T07:54:06.000Z,"Major traffic gridlock at Marina Beach, #Chennai it seems - thanks to #JusticeforJallikattu - so many jobless people in this city!!",major traffic gridlock at marina beach chennai it seems  thanks to justiceforjallikattu  so many jobless people in this city
-7255944122532824851,Ram Viswanathan,2016-08-29T12:50:31.000Z,Complete traffic gridlock in south Chennai now..Give lots of time to go anywhere,complete traffic gridlock in south chennai nowgive lots of time to go anywhere
-4506863477570978485,Shailesh K. PATHAK,2016-05-17T10:56:20.000Z,".
@yoginisd
 Am in Chennai right now, for a board meeting. Glorious weather. Despite rains, no major traffic jams or gridlock, unlike Delhi","

 am in chennai right now for a board meeting glorious weather despite rains no major traffic jams or gridlock unlike delhi"
6040740590947608298,DT Next,2016-04-17T04:58:34.000Z,"Easing the gridlock on #Chennai roads 
http://
dtnext.in/News/City/2016
/04/16190814/Easing-the-gridlock-on-Chennai-roads.vpf
…
#Traffic","easing the gridlock on chennai roads 

dtnextinnewscity
easingthegridlockonchennairoadsvpf

traffic"
